"에너지원별(1)",에너지원별(2),2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011
"에너지원별(1)",에너지원별(2),합계,식료품 제조업,음료 제조업,담배 제조업,섬유제품 제조업(의복제외),의복 의복액세서리 및 모피제품 제조,가죽 가방 및 신발 제조업,목재 및 나무제품 제조업(가구제외),펄프 종이 및 종이제품 제조업,인쇄 및 기록매체 복제업,코크크 연탄 및 석유정제품 제조업,코크크 연탄 및 석유정제품 제조업,코크크 연탄 및 석유정제품 제조업,고무 및 플라스틱 제품 제조업,화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),의료용 물질 및 의약품 제조업,의료용 물질 및 의약품 제조업,의료용 물질 및 의약품 제조업,의료용 물질 및 의약품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,제 1차 금속산업,제 1차 금속산업,제 1차 금속산업,제 1차 금속산업,금속가공제품 제조업(기계 및 가구제외),전자부품 컴퓨터 영상 음향 및 통신장비,의료 정밀 광학기기 및 시계 제조업,전기장비 제조업,기타기계 및 장비 제조업,자동차 및 트레일러 제조업,기타 운송장비 제조업,가구 제조업,기타 제품 제조업,합계,식료품 제조업,음료 제조업,담배 제조업,섬유제품 제조업(의복제외),의복 의복액세서리 및 모피제품 제조,가죽 가방 및 신발 제조업,목재 및 나무제품 제조업(가구제외),펄프 종이 및 종이제품 제조업,인쇄 및 기록매체 복제업,코크크 연탄 및 석유정제품 제조업,코크크 연탄 및 석유정제품 제조업,코크크 연탄 및 석유정제품 제조업,고무 및 플라스틱 제품 제조업,화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),화학물질 및 화학제품 제조업(의약품 제외),의료용 물질 및 의약품 제조업,의료용 물질 및 의약품 제조업,의료용 물질 및 의약품 제조업,의료용 물질 및 의약품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,비금속 광물제품 제조업,제 1차 금속산업,제 1차 금속산업,제 1차 금속산업,제 1차 금속산업,금속가공제품 제조업(기계 및 가구제외),전자부품 컴퓨터 영상 음향 및 통신장비,의료 정밀 광학기기 및 시계 제조업,전기장비 제조업,기타기계 및 장비 제조업,자동차 및 트레일러 제조업,기타 운송장비 제조업,가구 제조업,기타 제품 제조업
"에너지원별(1)",에너지원별(2),소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,코크스 및 연탄 제조업,석유정제품 제조업,소계,소계,기초화학 물질 제조업,비료 및 질소화합물 제조업,합성고무 및 플리스틱 물질,기타화학제품 제조업,화학섬유 제조업,소계,기초의약물질 생물학적 제제,의약품 제조업,의료용품 기타 의약관련제품,소계,유리 및 유리제품 제조업,도자기 및 기타 요업제품 제조업,기타비금속 광물 제품,시멘트 석회 플라스틱 제품,시멘트 석회 플라스틱 제품,소계,1차 철강 제조업,1차 비칠 금속제조업,금속 주조업,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,코크스 및 연탄 제조업,석유정제품 제조업,소계,소계,기초화학 물질 제조업,비료 및 질소화합물 제조업,합성고무 및 플리스틱 물질,기타화학제품 제조업,화학섬유 제조업,소계,기초의약물질 생물학적 제제,의약품 제조업,의료용품 기타 의약관련제품,소계,유리 및 유리제품 제조업,도자기 및 기타 요업제품 제조업,기타비금속 광물 제품,시멘트 석회 플라스틱 제품,시멘트 석회 플라스틱 제품,소계,1차 철강 제조업,1차 비칠 금속제조업,금속 주조업,소계,소계,소계,소계,소계,소계,소계,소계,소계
"에너지원별(1)",에너지원별(2),소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,시멘트제조업,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,시멘트제조업,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계
"합계",소계,246833.9,4766.6,826.2,90.4,4285.5,115.0,99.2,1123.9,8218.9,267.3,32223.4,13.8,32209.6,4375.6,43122.7,27140.3,292.4,12029.9,1817.4,1842.6,512.9,92.5,386.2,34.3,20523.7,3001.4,915.8,791.1,15815.5,14156.5,90596.1,83485.0,5636.1,1475.0,6089.0,14829.8,442.4,1661.2,2696.4,6822.0,1780.5,511.1,854.1,293540.7,6662.1,861.2,95.8,6572.3,416.2,258.5,1976.1,8860.5,632.7,35079.6,22.8,35056.8,5948.0,47017.7,25214.8,357.2,16858.6,2502.5,2084.6,923.7,216.7,669.4,37.6,23491.2,3200.9,927.2,864.5,18498.6,16751.7,111403.0,103057.5,6568.4,1777.1,5397.7,17646.8,690.9,2396.0,5154.3,8572.7,2443.7,574.0,466.1
"석탄류",소계,79044.9,126.6,4.6,-,24.2,0.8,0.1,460.0,183.0,0.4,0.4,0.4,-,0.2,1369.7,101.0,0.4,986.3,0.1,282.0,0.0,0.0,-,-,10244.4,0.2,10.0,63.8,10170.4,9909.2,66616.0,65025.5,1514.0,76.5,1.7,0.0,0.1,0.6,0.5,9.1,0.0,1.9,0.5,98287.8,116.8,0.2,-,5.8,1.6,0.2,896.6,196.5,0.5,915.3,8.2,907.1,0.6,1475.6,84.0,0.0,1103.6,0.0,287.9,0.0,-,-,0.0,11251.1,0.0,7.6,67.5,11175.9,10901.4,83417.9,81990.0,1358.0,69.9,2.2,0.1,0.1,0.4,0.8,3.8,0.1,0.9,1.0
"석탄류",연탄,12.1,1.5,0.5,-,3.6,0.8,0.1,0.2,0.1,0.4,0.3,0.3,-,0.2,0.8,-,0.4,0.3,0.1,-,0.0,0.0,-,-,0.5,0.2,0.2,0.0,0.1,-,0.0,-,0.0,-,1.4,0.0,0.1,0.3,0.2,0.0,0.0,0.4,0.4,12.1,3.2,0.2,-,1.1,1.4,0.2,0.2,0.3,0.5,0.5,0.5,-,0.3,0.3,-,0.0,0.2,0.0,0.0,-,-,-,-,0.5,0.0,0.3,0.1,0.1,-,-,-,-,-,0.8,0.1,0.1,0.4,0.7,0.0,-,0.8,1.0
"석탄류",국내무연탄,20.1,-,-,-,-,-,-,-,0.0,-,0.1,0.1,-,0.0,5.9,5.9,-,-,-,-,-,-,-,-,14.1,-,-,-,14.1,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,-,28.6,0.1,-,-,0.0,0.1,-,-,-,0.0,7.7,7.7,-,0.3,6.2,6.2,-,-,-,-,-,-,-,-,13.6,-,-,-,13.6,13.6,-,-,-,-,0.5,-,-,-,0.1,-,-,-,-
"석탄류",수입무연탄,4426.3,-,-,-,-,-,-,-,-,-,-,-,-,-,17.6,17.6,-,-,-,-,-,-,-,-,321.6,-,9.8,2.1,309.7,66.3,4087.1,3459.3,617.7,10.1,-,-,-,-,-,-,-,-,-,5901.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,266.5,-,7.3,-,259.2,10.9,5635.2,4614.5,1003.4,17.3,-,-,-,-,-,-,-,-,-
"석탄류",유연탄(연료용),11965.2,115.5,-,-,-,-,-,-,182.7,-,-,-,-,-,1129.6,77.1,-,770.5,-,282.0,-,-,-,-,9842.9,-,-,-,9842.9,9842.9,694.4,-,694.4,-,-,-,-,-,-,-,-,-,-,12559.5,113.6,-,-,-,0.0,-,-,196.2,-,-,-,-,-,1160.7,77.6,-,795.2,-,287.9,-,-,-,-,10540.9,-,-,-,10540.9,10540.9,547.5,216.1,331.4,-,0.6,-,-,-,-,-,-,-,-
"석탄류",유연탄(원료용),61720.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61720.1,61518.3,201.8,-,-,-,-,-,-,-,-,-,-,77045.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77045.2,77020.5,-,24.8,-,-,-,-,-,-,-,-,-
"석탄류",석탄코크스,193.2,-,4.2,-,-,-,-,-,-,-,-,-,-,-,0.4,0.4,-,-,-,-,-,-,-,-,65.2,-,-,61.7,3.5,-,114.2,47.8,-,66.4,0.2,-,-,-,0.0,9.0,-,-,-,1180.3,-,-,-,-,-,-,-,-,-,907.1,-,907.1,-,-,-,-,-,-,-,-,-,-,-,79.4,-,-,67.4,12.0,2.9,190.0,139.0,23.2,27.8,-,-,-,-,-,3.8,-,-,-
"석탄류",기타석탄,707.8,9.5,-,-,20.6,0.0,0.0,459.8,0.1,0.0,-,-,-,0.0,215.5,-,-,215.5,0.0,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.0,-,0.2,0.0,0.1,0.3,0.2,0.0,0.0,1.5,0.1,1560.4,-,-,-,4.7,-,0.0,896.4,0.0,-,-,-,-,0.0,308.4,0.2,-,308.2,-,-,0.0,-,-,0.0,350.1,-,0.0,0.0,350.1,333.1,0.0,-,-,0.0,0.3,-,-,0.0,0.1,-,0.1,0.1,0.0
"석유류",소계,59061.7,1053.0,55.0,-,553.7,39.6,20.4,106.0,1966.9,28.8,28269.3,1.3,28267.9,436.7,20846.6,15744.4,52.0,4691.4,108.7,250.1,13.9,0.4,9.9,3.5,3651.6,1328.6,288.0,165.8,1869.3,1464.2,1070.3,603.3,432.6,34.5,282.1,152.6,9.7,54.0,188.3,73.3,134.0,19.3,36.4,58153.7,949.1,38.7,-,318.4,43.2,27.5,65.6,1557.5,32.6,28141.1,1.9,28139.2,353.8,20460.0,12939.6,60.1,7139.2,134.2,187.0,14.9,1.4,12.5,1.0,3663.4,1356.5,245.9,163.9,1897.0,1519.7,1528.2,580.4,909.4,38.4,205.1,194.2,7.6,48.1,155.5,79.9,224.9,24.5,19.9
"석유류",휘발유,5.8,0.2,0.0,-,0.4,0.1,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.2,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,-,0.0,0.9,-,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.1,0.4,0.2,0.2,0.1,0.2,1.8,0.1,0.0,0.0,8.1,1.0,0.1,-,0.1,0.1,0.0,0.0,0.2,0.1,0.0,0.0,-,0.2,0.1,0.1,0.0,-,0.0,-,0.0,-,0.0,-,0.2,0.0,-,0.0,0.2,0.0,0.4,0.2,0.1,0.1,0.7,0.3,0.1,0.1,0.8,1.3,1.8,0.4,0.0
"석유류",실내등유,318.6,71.8,1.9,-,27.4,18.3,4.0,6.0,4.4,11.2,0.1,0.0,0.0,20.1,13.1,3.9,1.3,1.0,6.9,0.1,0.4,0.0,0.2,0.2,20.2,1.2,1.0,6.6,11.4,0.2,12.9,1.6,7.5,3.9,29.0,3.5,7.3,15.2,31.1,4.8,1.7,6.1,8.4,423.8,123.4,2.9,-,24.7,20.6,2.7,7.2,16.5,10.4,1.3,0.5,0.7,26.4,25.1,4.6,2.2,1.1,9.3,8.1,2.1,0.0,1.7,0.3,28.6,0.8,1.8,6.2,19.8,0.3,19.1,3.7,12.7,2.7,31.9,4.3,4.8,22.6,17.7,10.8,3.6,8.2,8.9
"석유류",보일러등유,283.4,70.8,14.1,-,16.0,2.6,2.1,5.7,5.0,3.9,0.6,-,0.6,18.2,17.6,3.2,1.1,1.9,11.3,0.1,1.9,0.2,1.4,0.3,17.6,0.3,1.1,3.8,12.4,2.8,37.1,16.2,20.2,0.7,21.5,1.4,0.3,6.8,11.2,7.5,9.9,0.8,10.6,186.1,64.0,4.8,-,9.7,3.9,4.8,0.8,2.8,2.8,0.7,-,0.7,9.4,16.7,2.3,0.6,2.3,11.3,0.1,1.2,0.1,1.0,0.1,9.9,0.2,0.6,2.6,6.6,1.0,22.0,10.4,10.7,0.9,7.5,1.6,0.5,2.9,2.6,6.9,6.9,0.8,3.0
"석유류",경유,392.5,83.2,2.4,-,7.9,4.7,2.0,10.2,5.4,9.7,1.5,0.0,1.5,9.3,36.5,7.6,10.1,2.6,15.3,0.8,0.8,0.1,0.6,0.2,84.9,1.4,2.5,33.5,47.4,8.5,20.5,8.1,2.1,10.4,31.0,1.4,0.3,7.3,36.3,2.8,19.5,3.7,11.1,460.2,83.8,3.3,-,25.9,11.3,3.2,3.6,5.5,1.5,2.1,0.8,1.3,13.7,45.1,19.2,5.1,2.7,17.7,0.4,1.7,0.3,1.3,0.1,88.4,1.1,3.7,37.1,46.5,14.3,16.9,8.7,5.8,2.4,26.1,5.4,0.4,9.3,33.3,7.9,62.7,4.0,4.9
"석유류",경질중유,148.2,15.4,-,-,5.6,0.3,0.8,-,1.9,-,-,-,-,4.4,2.3,1.8,-,0.3,0.3,-,-,-,-,-,8.5,-,0.8,-,7.7,5.1,2.4,-,1.9,0.5,3.8,-,-,1.2,51.1,-,50.5,-,-,142.3,2.6,0.0,-,2.3,-,0.5,0.1,0.7,-,-,-,-,6.0,5.3,4.0,0.4,0.3,0.5,-,-,-,-,-,5.7,-,0.0,0.0,5.7,5.2,1.5,-,1.0,0.5,0.5,-,-,1.6,52.5,-,62.9,0.2,-
"석유류",중유,33.9,16.8,-,-,1.8,-,-,1.6,2.6,-,-,-,-,2.8,1.6,-,-,-,0.1,1.5,-,-,-,-,4.0,-,-,1.4,2.6,1.5,0.6,-,0.2,0.4,2.2,-,0.0,-,-,-,-,-,-,30.4,0.9,0.1,-,3.8,-,-,-,1.3,0.0,-,-,-,9.1,2.8,-,2.7,-,0.1,-,-,-,-,-,9.0,-,-,0.1,8.9,-,0.3,-,0.2,0.0,2.1,-,-,-,0.4,0.4,-,0.1,0.0
"석유류",증질중유,14094.7,616.0,35.4,-,479.0,6.6,10.6,78.0,1006.1,0.8,6725.8,1.2,6724.6,345.1,1984.7,1271.3,35.4,392.4,41.1,244.5,1.5,-,1.3,0.1,1729.2,1320.0,113.6,102.9,192.7,49.0,817.4,541.2,268.5,7.7,48.9,130.9,0.6,12.5,34.2,18.5,9.3,3.8,-,11893.1,339.3,20.8,-,221.9,4.5,15.5,52.0,566.5,0.3,6442.1,0.5,6441.5,242.9,1440.4,821.1,45.5,386.0,12.1,175.7,1.9,0.2,1.6,-,1621.9,1346.9,79.9,50.1,145.0,56.0,749.4,497.7,249.0,2.6,10.1,111.0,0.3,2.1,6.1,1.6,42.1,0.2,0.0
"석유류",납사,30157.0,0.0,0.0,-,-,-,-,-,-,-,17147.1,-,17147.1,-,13003.6,10374.1,-,2618.1,11.4,-,0.0,0.0,-,-,0.5,0.0,0.3,-,0.2,-,-,-,-,-,1.8,-,-,-,0.8,-,3.2,-,-,32098.3,-,0.0,-,-,-,-,-,-,-,19522.8,-,19522.8,-,12574.8,8232.4,-,4342.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,-
"석유류",프로판,3916.5,152.0,1.0,-,13.3,1.3,0.7,0.6,7.0,2.8,1710.3,0.0,1710.2,29.0,1646.3,998.6,3.9,637.6,4.1,2.0,1.3,0.1,0.8,0.3,83.8,5.3,72.2,2.8,3.5,0.3,72.4,25.8,39.6,7.0,85.1,11.1,0.7,7.1,21.6,35.7,28.3,3.4,1.9,3198.7,291.3,2.2,-,23.7,2.6,0.8,0.5,10.4,9.9,145.8,0.0,145.8,37.5,2182.6,1041.7,2.9,1122.9,12.3,2.7,3.1,0.7,1.8,0.5,95.7,6.3,77.3,4.9,7.2,0.7,93.1,33.7,50.5,8.9,91.8,62.2,1.4,9.4,41.5,47.9,33.4,9.4,2.5
"석유류",부탄,1996.0,6.0,0.0,-,0.1,0.2,0.1,0.0,0.1,0.3,976.2,0.0,976.2,0.9,1008.0,786.5,0.0,221.2,0.3,0.0,0.0,0.0,-,0.0,1.1,0.0,1.1,0.0,-,-,0.1,0.0,0.0,0.0,1.0,0.0,0.1,0.3,0.6,0.4,0.1,0.2,0.3,1396.8,2.4,0.3,-,2.1,0.1,0.0,0.0,0.4,7.5,0.0,-,0.0,0.1,1380.9,882.0,0.0,451.4,47.4,-,-,-,-,-,0.3,0.1,0.1,0.2,0.0,-,0.2,0.2,0.0,0.0,1.2,0.0,0.1,0.1,0.2,0.4,0.1,0.0,0.2
"석유류",기타석유,7714.9,20.9,0.1,-,2.3,5.7,0.2,3.8,934.3,0.1,1707.7,-,1707.7,6.7,3132.6,2297.3,0.2,816.2,18.0,1.0,8.0,-,5.6,2.4,1701.0,0.4,95.3,14.5,1590.8,1396.8,106.7,10.3,92.5,3.8,57.5,4.1,0.1,3.6,1.2,1.8,11.5,1.3,4.0,8316.1,40.3,4.2,-,4.1,-,0.0,1.4,953.3,0.0,2026.3,-,2026.3,8.5,2786.2,1932.1,0.7,829.9,23.4,-,4.9,-,4.9,-,1803.8,1.2,82.6,62.6,1657.3,1442.3,625.2,25.8,579.3,20.1,33.1,9.4,-,-,0.4,1.9,11.6,1.3,0.3
"도시가스",소계,14694.5,999.6,236.2,36.7,419.5,10.4,11.5,81.4,587.5,23.0,340.1,-,340.1,589.8,1877.6,930.0,16.4,610.0,232.8,88.5,90.4,12.1,78.1,0.3,915.0,342.0,292.0,74.0,207.0,2.6,4881.9,4380.3,450.3,51.4,605.1,971.4,9.4,174.8,264.1,1330.9,191.0,5.0,42.0,19132.2,1206.3,265.2,38.6,540.7,13.3,14.8,340.5,783.8,22.4,1976.0,-,1976.0,660.9,2922.6,1157.8,22.0,1279.8,306.4,156.5,322.3,23.0,298.0,1.3,955.6,354.1,287.5,65.2,248.9,22.4,5105.3,4505.5,528.0,71.8,733.6,1085.2,26.7,212.1,211.4,1441.2,224.0,7.8,21.8
"기타연료",소계,1876.9,28.9,0.0,-,37.1,-,-,-,542.5,1.3,92.1,-,92.1,4.1,725.6,691.3,-,28.2,6.1,-,-,-,-,-,429.3,0.0,2.1,0.1,427.1,423.4,5.7,0.7,3.2,1.8,1.3,0.1,0.0,0.2,0.7,0.0,0.1,0.3,7.6,4203.9,33.8,-,-,43.4,-,-,-,1053.4,-,129.8,-,129.8,-,681.8,655.5,6.7,19.6,-,-,-,-,-,-,1891.2,-,0.1,-,1891.1,1885.9,35.7,0.0,35.7,-,333.9,-,-,-,0.8,0.0,-,-,0.1
"열에너지",소계,7180.0,319.5,121.9,-,674.4,3.7,16.9,16.6,915.0,1.0,218.8,-,218.8,145.7,4079.2,2219.6,-,1378.9,215.7,265.0,58.9,7.7,50.5,0.7,28.8,3.7,8.4,0.0,16.8,-,13.2,7.4,5.8,-,24.7,276.0,0.7,39.8,68.0,23.1,-,0.0,134.1,9015.1,457.3,121.8,-,912.6,7.3,33.4,42.5,1126.6,1.1,317.9,-,317.9,184.5,5197.6,2490.2,6.7,1922.4,452.9,325.4,84.2,26.6,56.9,0.6,32.9,3.7,9.1,-,20.1,-,39.6,23.4,14.9,1.3,16.7,332.5,0.7,52.6,18.1,35.0,-,-,0.2
"전력",소계,84975.9,2238.9,408.4,53.7,2576.5,60.5,50.3,459.9,4024.0,212.7,3302.8,12.1,3290.7,3199.1,14223.9,7453.9,223.6,4335.1,1254.2,957.0,349.7,72.3,247.7,29.7,5254.6,1326.9,315.4,487.4,3124.9,2357.1,18009.1,13467.9,3230.3,1310.9,5174.1,13429.7,422.5,1391.8,2174.8,5385.6,1455.3,484.6,633.5,104748.1,3898.9,435.3,57.2,4751.4,350.8,182.5,630.9,4142.6,576.2,3599.6,12.8,3586.8,4748.3,16280.1,7887.6,261.8,5394.1,1608.9,1127.7,502.3,165.6,302.0,34.6,5697.0,1486.6,377.0,567.9,3265.6,2422.2,21276.3,15958.2,3722.4,1595.6,4106.2,16034.9,655.8,2082.8,4767.8,7012.9,1994.7,540.8,423.1
